fg-app-1, Rocky 9.5, 10.64.12.51, "/dev/mapper/vg_os-lv_root     12G  4.3G  7.8G  36% /
/dev/mapper/vg_data-lv_opt   5.0G  1.7G  3.4G  33% /opt
/dev/mapper/vg_os-lv_var     5.0G  936M  4.1G  19% /var
/dev/mapper/vg_data-lv_data  2.5T  2.2T  287G  89% /data", "Local
0.0.0.0:111
127.0.0.1:323
[::]:111
[::1]:323
127.0.0.1:1046
127.0.0.1:1044
0.0.0.0:443
0.0.0.0:22
0.0.0.0:5666
0.0.0.0:80
0.0.0.0:111
127.0.0.1:5432
*:9002
*:8999
*:25967
*:7577
[::ffff:127.0.0.1]:8006
[::ffff:127.0.0.1]:8005
[::]:22
[::]:5666
*:22095
[::]:111
*:18131
[::ffff:127.0.0.1]:8080
[::ffff:127.0.0.1]:8081", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpcbind.service
rsyslog.service
sshd.service
sssd-kcm.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat.service
tomcat_mgmt.service
user@0.service"
fg-app-2, Rocky 9.5, 10.64.12.52, "/dev/mapper/vg_os-lv_root     12G  4.4G  7.7G  37% /
/dev/mapper/vg_data-lv_opt    10G  5.1G  5.0G  51% /opt
/dev/mapper/vg_os-lv_var     5.0G  1.6G  3.5G  31% /var
/dev/mapper/vg_data-lv_data   12T   11T  932G  93% /data", "Local
127.0.0.1:323
0.0.0.0:111
[::1]:323
[::]:111
127.0.0.1:1044
0.0.0.0:443
0.0.0.0:111
0.0.0.0:80
0.0.0.0:5666
127.0.0.1:5432
0.0.0.0:22
*:29025
*:19829
*:8999
[::]:111
[::ffff:127.0.0.1]:8005
[::]:5666
[::]:22
[::ffff:127.0.0.1]:8080", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpcbind.service
rsyslog.service
sentinelone.service
sshd.service
sssd-kcm.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat.service
user@0.service"
fg-app-3, Rocky 9.5, 10.64.12.53, "/dev/mapper/vg_os-lv_root     12G  4.3G  7.8G  36% /
/dev/mapper/vg_data-lv_opt   5.0G  3.4G  1.7G  67% /opt
/dev/mapper/vg_data-lv_data  3.5T  2.0T  1.5T  58% /data
/dev/mapper/vg_os-lv_var     5.0G  895M  4.2G  18% /var", "Local
127.0.0.1:323
0.0.0.0:111
[::1]:323
[::]:111
127.0.0.1:5432
0.0.0.0:443
0.0.0.0:22
0.0.0.0:5666
0.0.0.0:80
0.0.0.0:111
127.0.0.1:1044
*:8999
[::ffff:127.0.0.1]:8005
[::ffff:127.0.0.1]:8080
[::]:22
[::]:5666
[::]:111
*:27799
*:2809", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpcbind.service
rsyslog.service
sshd.service
sssd-kcm.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat.service
user@0.service"
fg-app-4, Rocky 9.5, 10.64.12.54, "/dev/mapper/vg_os-lv_root     12G  4.3G  7.8G  36% /
/dev/mapper/vg_data-lv_opt   5.0G  3.2G  1.9G  64% /opt
/dev/mapper/vg_os-lv_var     5.0G  1.2G  3.8G  24% /var
/dev/mapper/vg_data-lv_data   18T   17T  786G  96% /data", "Local
0.0.0.0:111
127.0.0.1:323
[::]:111
[::1]:323
0.0.0.0:5666
0.0.0.0:80
0.0.0.0:111
0.0.0.0:22
0.0.0.0:443
127.0.0.1:1044
127.0.0.1:5432
[::]:5666
*:3911
[::]:111
[::]:22
*:8999
*:22343
[::ffff:127.0.0.1]:8005
[::ffff:127.0.0.1]:8080", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpc-gssd.service
rpcbind.service
rsyslog.service
sshd.service
sssd-kcm.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat.service
user@0.service"
fg-app-5, Rocky 9.5, 10.64.12.55, "/dev/mapper/vg_os-lv_root     12G  9.7G  2.4G  81% /
/dev/mapper/vg_data-lv_opt   5.0G  3.1G  2.0G  62% /opt
/dev/mapper/vg_os-lv_var     5.0G  1.2G  3.9G  23% /var
/dev/mapper/vg_data-lv_data   17T   16T  687G  96% /data", "Local
0.0.0.0:111
127.0.0.1:323
[::]:111
[::1]:323
0.0.0.0:443
0.0.0.0:111
0.0.0.0:80
0.0.0.0:22
0.0.0.0:5666
127.0.0.1:1044
127.0.0.1:5432
[::]:111
[::]:22
[::]:5666
*:5277
*:6567
*:8999
[::ffff:127.0.0.1]:8080
[::ffff:127.0.0.1]:8005", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpc-gssd.service
rpcbind.service
rsyslog.service
sshd.service
sssd-kcm.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat.service
user@0.service"
fg-app-6, Rocky 9.2, 10.64.12.56, "/dev/mapper/vg_os-lv_root        12G  3.9G  8.2G  32% /
/dev/mapper/vg_os-lv_var        5.0G  1.2G  3.9G  24% /var
/dev/mapper/vg_os-lv_vartomcat   20G  8.9G   12G  45% /var/tomcat_heap_dump
/dev/mapper/vg_data-lv_opt       10G  2.1G  8.0G  21% /opt
/dev/mapper/vg_data-lv_data     5.9T  5.6T  338G  95% /data", "Local
0.0.0.0:111
127.0.0.1:323
[::]:111
[::1]:323
0.0.0.0:80
0.0.0.0:111
0.0.0.0:22
127.0.0.1:1044
0.0.0.0:5666
0.0.0.0:443
127.0.0.1:5432
[::]:111
[::]:22
*:6201
[::]:5666
[::ffff:127.0.0.1]:8080
*:27463
[::ffff:127.0.0.1]:8005
*:8999", "auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
NetworkManager.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpcbind.service
rpc-gssd.service
rsyslog.service
sshd.service
sssd-kcm.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat.service
user@0.service"
fg-app-7, Rocky 9.5, 10.64.12.57, "/dev/mapper/vg_os-lv_root     12G  4.3G  7.8G  36% /
/dev/mapper/vg_data-lv_opt   5.0G  1.9G  3.2G  37% /opt
/dev/mapper/vg_os-lv_var     5.0G  942M  4.1G  19% /var
/dev/mapper/vg_data-lv_data  995G  491G  505G  50% /data", "Local
0.0.0.0:111
127.0.0.1:323
[::]:111
[::1]:323
127.0.0.1:5432
0.0.0.0:5666
127.0.0.1:1044
0.0.0.0:443
0.0.0.0:22
0.0.0.0:80
0.0.0.0:111
*:8999
*:24367
[::ffff:127.0.0.1]:8005
[::ffff:127.0.0.1]:8080
[::]:5666
*:33279
[::]:22
[::]:111", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpc-gssd.service
rpcbind.service
rsyslog.service
sshd.service
sssd-kcm.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat.service
user@0.service"
fg-app-pro-1, Rocky 9.5, 10.64.12.50, "/dev/mapper/vg_os-lv_root     12G  4.3G  7.8G  36% /
/dev/mapper/vg_os-lv_var     5.0G  931M  4.1G  19% /var
/dev/mapper/vg_data-lv_opt    10G  1.3G  8.8G  13% /opt
/dev/mapper/vg_data-lv_data  2.1T  1.9T  218G  90% /data", "Local
127.0.0.1:323
0.0.0.0:111
[::1]:323
[::]:111
0.0.0.0:22
0.0.0.0:5666
0.0.0.0:80
127.0.0.1:5432
0.0.0.0:111
0.0.0.0:443
127.0.0.1:1044
*:11409
[::ffff:127.0.0.1]:8080
[::]:22
[::ffff:127.0.0.1]:8005
[::]:5666
[::]:111
*:33749
*:8999", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpcbind.service
rsyslog.service
sshd.service
sssd-kcm.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat.service
user@0.service"
fg-front-1, Rocky 9.5, 10.64.12.49, "/dev/mapper/vg_os-lv_root     12G  3.4G  8.7G  28% /
/dev/mapper/vg_os-lv_var     5.0G  940M  4.1G  19% /var
/dev/mapper/vg_data-lv_data  5.0G  3.9G  1.2G  78% /data
/dev/mapper/vg_data-lv_opt   5.0G   69M  5.0G   2% /opt", "Local
127.0.0.1:323
0.0.0.0:111
[::1]:323
[::]:111
0.0.0.0:22
0.0.0.0:5666
0.0.0.0:80
0.0.0.0:111
0.0.0.0:443
[::]:22
[::]:5666
[::]:111", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
qemu-guest-agent.service
rpcbind.service
rsyslog.service
sshd.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
user@0.service"
fg-restore-1, Rocky 9.6, 10.64.11.58, "/dev/mapper/vg_os-lv_root     12G  5.2G  6.9G  43% /
/dev/mapper/vg_os-lv_var     5.0G 1000M  4.1G  20% /var
/dev/mapper/vg_data-lv_opt   5.0G  558M  4.5G  11% /opt
/dev/mapper/vg_data-lv_data   95G   31G   65G  32% /data", "Local
0.0.0.0:111
127.0.0.1:323
[::]:111
[::1]:323
0.0.0.0:22
0.0.0.0:80
0.0.0.0:111
0.0.0.0:443
127.0.0.1:5432
[::]:22
[::]:111", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
filebeat.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
oddjobd.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpc-gssd.service
rpcbind.service
rsyslog.service
sshd.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
user@0.service"
gisdoc-prod-1, Rocky 9.4, 10.64.12.37, "/dev/mapper/vg_os-lv_root     12G  4.2G  7.9G  35% /
/dev/mapper/vg_data-lv_data  3.0G  184M  2.9G   7% /data
/dev/mapper/vg_data-lv_opt   2.0G  1.7G  314M  85% /opt
/dev/mapper/vg_os-lv_var     5.0G  786M  4.3G  16% /var", "Local
0.0.0.0:111
127.0.0.1:323
[::]:111
[::1]:323
127.0.0.1:5432
0.0.0.0:80
0.0.0.0:111
0.0.0.0:22
0.0.0.0:5666
127.0.0.1:1046
127.0.0.1:1044
127.0.0.1:1045
0.0.0.0:443
[::ffff:127.0.0.1]:8008
[::ffff:127.0.0.1]:8006
[::ffff:127.0.0.1]:8007
[::ffff:127.0.0.1]:8082
[::ffff:127.0.0.1]:8083
[::ffff:127.0.0.1]:8081
[::]:111
*:5643
[::]:22
[::]:5666
*:27185
*:9705
*:17893
*:18933
*:30131
*:9002
*:9000
*:9001", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus-broker.service
firewalld.service
getty@tty1.service
gssproxy.service
irqbalance.service
nginx.service
nrpe.service
polkit.service
postgresql-16.service
qemu-guest-agent.service
rpcbind.service
rsyslog.service
sshd.service
sssd-kcm.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat_dxf-gisdoc.service
tomcat_hkt-gisdoc.service
tomcat_roberbau-gisdoc.service
user@0.service"
gisdocu, CentOS 7.4, 10.64.1.114, "/dev/mapper/centos-root  220G  139G   82G  64% /
/dev/mapper/centos-var    33G   19G   14G  58% /var", "Local
*:68
*:58617
:::42396
*:9102
*:111
*:8016
*:80
*:8080
*:8081
127.0.0.1:8114
127.0.0.1:8115
*:8019
*:12659
*:22
*:10710
*:8087
*:8088
*:5432
*:8089
*:443
*:1084
*:1085
*:11326
127.0.0.1:9600
127.0.0.1:8001
*:4353
*:5666
127.0.0.1:8005
*:8998
127.0.0.1:8007
*:8999
*:8009
:::22
:::5432
:::5666", "auditd.service
bacula-fd.service
crond.service
dbus.service
filebeat.service
getty@tty1.service
gssproxy.service
irqbalance.service
logstash.service
lvm2-lvmetad.service
NetworkManager.service
nginx.service
nrpe.service
oddjobd.service
polkit.service
postgresql-9.6.service
qemu-guest-agent.service
rpc-gssd.service
rsyslog.service
sshd.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tomcat_breitband_mkk.service
tomcat_ngnfn_gis_doc.service
tomcat_rt-api.service
tomcat.service
tomcat_yplay-api.trasseninfo.de.service
tuned.service"
gitlab-1, Rocky 8.6, 10.64.1.162, "/dev/mapper/vg_os-root   12G  6.2G  5.9G  52% /
/dev/mapper/vg_os-var    45G   28G   18G  62% /var", "Local
0.0.0.0:111
127.0.0.1:323
[::]:111
[::1]:323
*:9094
127.0.0.1:9236
127.0.0.1:8150
0.0.0.0:22
127.0.0.1:8151
127.0.0.1:3000
127.0.0.1:25
127.0.0.1:8153
0.0.0.0:5050
127.0.0.1:8154
0.0.0.0:443
127.0.0.1:8155
0.0.0.0:8060
127.0.0.1:8092
127.0.0.1:9121
127.0.0.1:9090
0.0.0.0:5666
127.0.0.1:9187
127.0.0.1:9093
127.0.0.1:5000
127.0.0.1:9100
127.0.0.1:9229
0.0.0.0:111
127.0.0.1:8080
127.0.0.1:9168
127.0.0.1:8082
[::]:22
[::1]:25
[::]:5666
*:9094
[::]:111
[::1]:9168", "NetworkManager.service
auditd.service
chronyd.service
crond.service
dbus.service
filebeat.service
firewalld.service
getty@tty1.service
gitlab-runsvdir.service
irqbalance.service
nrpe.service
polkit.service
postfix.service
rpcbind.service
rsyslog.service
sshd.service
sssd.service
systemd-journald.service
systemd-logind.service
systemd-udevd.service
tuned.service
user@0.service"
